date_time,reading1,reading2,reading3,reading4,reading5,reading6,reading1_diff,reading2_diff,reading3_diff,reading4_diff,reading5_diff,reading6_diff
2024-05-22 07:00:00,2389781,2349690,2202949,2224111,2214366,0,-66.0,-132.0,-41.0,-101.0,-14.0,0.0
2024-05-22 08:00:00,2389640,2349483,2202854,2223924,2214325,0,-141.0,-207.0,-95.0,-187.0,-41.0,0.0
2024-05-22 09:00:00,2389461,2349208,2202701,2223739,2214218,0,-179.0,-275.0,-153.0,-185.0,-107.0,0.0
2024-05-22 10:00:00,2389308,2348963,2202565,2223579,2214059,0,-153.0,-245.0,-136.0,-160.0,-159.0,0.0
2024-05-22 11:00:00,2389115,2348712,2202439,2223395,2213915,0,-193.0,-251.0,-126.0,-184.0,-144.0,0.0
2024-05-22 12:00:00,2388938,2348494,2202286,2223159,2213763,0,-177.0,-218.0,-153.0,-236.0,-152.0,0.0
2024-05-22 13:00:00,2388822,2348275,2202114,2222983,2213632,0,-116.0,-219.0,-172.0,-176.0,-131.0,0.0
2024-05-22 14:00:00,2388755,2348085,2202021,2222901,2213535,0,-67.0,-190.0,-93.0,-82.0,-97.0,0.0
2024-05-22 15:00:00,2388721,2347954,2201965,2222864,2213478,0,-34.0,-131.0,-56.0,-37.0,-57.0,0.0
2024-05-22 16:00:00,2388729,2347885,2201980,2222904,2213489,0,8.0,-69.0,15.0,40.0,11.0,0.0
2024-05-22 17:00:00,2388851,2347941,2202023,2223105,2213509,0,122.0,56.0,43.0,201.0,20.0,0.0
2024-05-22 18:00:00,2388885,2347976,2201980,2223162,2213487,0,34.0,35.0,-43.0,57.0,-22.0,0.0
2024-05-22 19:00:00,2388862,2348000,2201943,2223165,2213431,0,-23.0,24.0,-37.0,3.0,-56.0,0.0
2024-05-22 20:00:00,2388798,2348018,2201894,2223107,2213412,0,-64.0,18.0,-49.0,-58.0,-19.0,0.0
2024-05-22 21:00:00,2388734,2348024,2201803,2223040,2213388,0,-64.0,6.0,-91.0,-67.0,-24.0,0.0
2024-05-22 22:00:00,2388698,2348014,2201696,2222987,2213364,0,-36.0,-10.0,-107.0,-53.0,-24.0,0.0
2024-05-22 23:00:00,2388654,2347994,2201572,2222918,2213353,0,-44.0,-20.0,-124.0,-69.0,-11.0,0.0
2024-05-23 00:00:00,2388628,2347944,2201433,2222867,2213357,0,-26.0,-50.0,-139.0,-51.0,4.0,0.0
2024-05-23 01:00:00,2388603,2347890,2201313,2222879,2213341,0,-25.0,-54.0,-120.0,12.0,-16.0,0.0
2024-05-23 02:00:00,2388568,2347866,2201221,2222881,2213337,0,-35.0,-24.0,-92.0,2.0,-4.0,0.0
2024-05-23 03:00:00,2388537,2347844,2201138,2222849,2213314,0,-31.0,-22.0,-83.0,-32.0,-23.0,0.0
2024-05-23 04:00:00,2388496,2347777,2201066,2222803,2213317,0,-41.0,-67.0,-72.0,-46.0,3.0,0.0
2024-05-23 05:00:00,2388486,2347786,2201002,2222811,2213313,0,-10.0,9.0,-64.0,8.0,-4.0,0.0
2024-05-23 06:00:00,2388499,2347735,2200971,2222811,2213293,0,13.0,-51.0,-31.0,0.0,-20.0,0.0
2024-05-23 07:00:00,2388480,2347596,2200935,2222754,2213264,0,-19.0,-139.0,-36.0,-57.0,-29.0,0.0
2024-05-23 08:00:00,2388360,2347393,2200860,2222601,2213213,0,-120.0,-203.0,-75.0,-153.0,-51.0,0.0
2024-05-23 09:00:00,2388162,2347185,2200772,2222372,2213095,0,-198.0,-208.0,-88.0,-229.0,-118.0,0.0
2024-05-23 10:00:00,2387954,2346962,2200646,2222130,2212951,0,-208.0,-223.0,-126.0,-242.0,-144.0,0.0
2024-05-23 11:00:00,2387823,2346822,2200583,2221984,2212861,0,-131.0,-140.0,-63.0,-146.0,-90.0,0.0
